ID	NAME	POLICY	STATUS
385	Oracle Data Cloud	https://www.oracle.com/legal/privacy/marketing-cloud-data-cloud-privacy-policy.html	200
387	Triapodi Ltd.	https://appreciate.mobi/page.html#/end-user-privacy-policy	200
388	numberly	https://numberly.com/en/privacy/	200
394	AudienceProject Aps	https://privacy.audienceproject.com	200
397	Demandbase, Inc.	https://www.demandbase.com/privacy-policy/	200
402	Effiliation / Effinity	https://inter.effiliation.com/politique-confidentialite.html	200
408	Fidelity Media	https://fidelity-media.com/privacy-policy/	error
409	Arrivalist Co	https://www.arrivalist.com/privacy/	200
410	Adtelligent Inc.	https://adtelligent.com/privacy-policy/	200
412	Piano Software Inc	https://www.cxense.com/about-us/privacy-policy	200
413	Eulerian Technologies	https://www.eulerian.com/en/privacy/	200
415	Seenthis AB	https://seenthis.co/privacy-notice-2018-04-18.pdf	200
416	Commanders Act	https://www.commandersact.com/en/privacy/	200
418	PROXISTORE	https://www.proxistore.com/common/en/cgv	200
422	Brand Metrics Sweden AB	https://collector.brandmetrics.com/brandmetrics_privacypolicy.pdf	200
423	travel audience GmbH	https://travelaudience.com/product-privacy-policy/	200
424	KUPONA GmbH	https://www.kupona.de/dsgvo/	200
427	Proxi.cloud sp. z.o.o	https://proxi.cloud/privacy-policy/	200
428	Internet BillBoard a.s.	https://www.ibillboard.com/en/privacy-information/	200
429	Next Media	https://next14.com/media/privacy	200
431	HUMAN	https://www.whiteops.com/privacy	200
434	DynAdmic	https://eu.dynadmic.com/privacy-policy/	200
435	SINGLESPOT SAS	https://www.singlespot.com/privacy_policy?locale=fr	200
436	INVIBES GROUP	https://www.invibes.com/terms	200
438	INVIDI technologies AB	https://www.invidi.com/wp-content/uploads/2020/02/ad-tech-services-privacy-policy.pdf	200
439	Bit Q Holdings Limited	https://www.rippll.com/privacy	200
440	DEFINE MEDIA GMBH	https://www.definemedia.de/datenschutz-conative/	200
444	Playbuzz Ltd (aka EX.CO)	https://ex.co/privacy-policy/	200
447	Adludio Ltd.	https://www.adludio.com/termsandconditions#privacy	404
448	Targetspot Belgium SPRL	https://marketing.targetspot.com/Targetspot/Legal/TargetSpot%20Privacy%20Policy%20-%20June%202018.pdf	error
450	Neodata Group srl	https://www.neodatagroup.com/privacy-policy/	200
452	Innovid Inc.	https://www.innovid.com/privacy-policy	200
455	GDMServices, Inc. d/b/a FiksuDSP	https://fiksu.com/privacy-policy/	200
458	AdColony, Inc.	https://www.adcolony.com/privacy-policy/	200
459	uppr GmbH	https://netzwerk.uppr.de/privacy-policy.do	200
461	B2B Media Group GmbH	https://www.b2bmg.com/en/data-privacy/	200
462	Bidstack Limited	https://www.bidstack.com/privacy-policy/	200
466	TACTIC™ Real-Time Marketing AS	https://tacticrealtime.com/privacy/	200
467	Haensel AMS GmbH	https://haensel-ams.com/data-privacy/	404
468	NeuStar, Inc.	https://www.home.neustar/privacy	200
469	Zeta Global	https://zetaglobal.com/privacy-policy/	200
471	Flexoffers.com, LLC	https://www.flexoffers.com/privacy-policy/	200
473	Sub2 Technologies Ltd	https://www.sub2tech.com/privacy-policy/	200
475	TAPTAP Digital SL	https://www.taptapdigital.com/privacy-policy	200
479	INFINIA MOBILE S.L.	https://www.infiniamobile.com/avisopolitica.html#pri	200
482	UberMedia, Inc.	https://ubermedia.com/summary-of-privacy-policy/	error
484	SublimeSkinz - Adledge	https://adledge.com/data-privacy/	404
486	Madington	https://delivered-by-madington.com/dat-privacy-policy/	200
488	Opinary GmbH	https://opinary.com/privacy-policy/	200
490	PLAYGROUND XYZ EMEA LTD	https://playground.xyz/privacy	200
491	ShinyStat S.p.a.	https://www.shinystat.com/it/informativa_privacy_generale.html	200
493	Carbon (AI) Limited	https://carbonrmp.com/privacy.html	200
495	Arcspire Limited	https://public.arcspire.io/privacy.pdf	200
496	Automattic Ads	https://automattic.com/privacy/	200
497	Little Big Data sp. z o.o.	https://www.dataexchanger.pl/privacy-policy	200
498	Mediakeys Platform	https://drbanner.com/privacypolicy_en/	200
501	Alliance Gravity Data Media	https://www.alliancegravity.com/politiquedeprotectiondesdonneespersonnelles	200
502	NEXD	https://nexd.com/privacy-policy	200
505	Shopalyst Inc	https://www.shortlyst.com/eu/privacy_terms.html	200
506	Salesforce.com, Inc.	https://www.salesforce.com/company/privacy/	200
507	AdsWizz Inc.	https://www.adswizz.com/our-privacy-policy/	200
508	Lucid Holdings, LLC	https://luc.id/privacy-policy/	200
509	One Tech Group GmbH	https://onetech.group/en/privacy-policy	200
511	Admixer EU GmbH	https://admixer.com/privacy/	200
512	Verve Group Europe GmbH	https://pubnative.net/privacy-notice/	200
516	Pexi B.V.	https://pexi.nl/privacy-policy/	200
517	SunMedia	https://www.sunmedia.tv/en/cookies	200
519	Newsroom AI Ltd	https://studio.nws.ai/privacy	200
520	ChannelSight	https://www.channelsight.com/privacypolicy/	error
521	netzeffekt GmbH	https://www.netzeffekt.de/en/imprint	200
524	The Ozone Project Limited	https://www.ozoneproject.com/website-privacy-cookie	200
527	Jampp LTD	https://jampp.com/privacy.html	200
528	Kayzen	https://kayzen.io/data-privacy-policy	200
530	Near Pte Ltd	https://near.com/privacy-policy/#business-policy	200
531	Smartclip Hispania SL	https://rgpd-smartclip.com/	200
534	SmartyAds Inc.	https://smartyads.com/privacy-policy	200
535	INNITY	https://www.innity.com/privacy-policy.php	200
536	GlobalWebIndex	https://legal.trendstream.net/non-panellist_privacy_policy	200
539	AdDefend GmbH	https://www.addefend.com/en/privacy-policy/	200
541	DeepIntent, Inc.	https://www.deepintent.com/platform-privacy-policy/	200
543	PaperG, Inc. dba Thunder Industries	https://www.makethunder.com/privacy	200
544	Kochava Inc.	https://www.kochava.com/support-privacy/	200
545	Reignn Platform Ltd	https://reignn.com/user-privacy-policy	200
546	Smart Traffik	https://okube-attribution.com/politique-de-confidentialite/	200
547	Reach Media GmbH	https://www.videoreach.com/about/privacy-policy/	200
549	Bandsintown Amplified LLC	https://corp.bandsintown.com/privacy	200
550	Happydemics	https://www.iubenda.com/privacy-policy/93308573/full-legal	200
553	Adhese	https://adhese.com/privacy-and-cookie-policy	200
554	RMSi Radio Marketing Service interactive GmbH	https://www.rms.de/datenschutz/	200
556	adhood.com	https://v3.adhood.com/en/site/politikavekurallar/gizlilik.php?lang=en	200
559	Otto (GmbH &amp; Co KG)	https://www.otto.de/shoppages/service/datenschutz	200
561	AuDigent	https://audigent.com/platform-privacy-policy	200
565	Adobe Audience Manager, Adobe Experience Platform	https://www.adobe.com/privacy/policy.html	200
568	Next Media SRL	https://next14.com/media/privacy	200
569	Kairos Fire	https://www.kairosfire.com/privacy	200
570	Czech Publisher Exchange z.s.p.o.	https://www.cpex.cz/pro-uzivatele/ochrana-soukromi/	200
571	ViewPay	http://viewpay.tv/mentions-legales/	200
573	Dailymotion SA	https://www.dailymotion.com/legal/privacy	200
574	Realeyes OU	https://realview.realeyesit.com/privacy	error
577	The Procter & Gamble Company	https://www.pg.com/privacy/english/privacy_statement.shtml	200
578	MairDumont Netletix GmbH&amp;CoKG	https://www.mairdumont-netletix.com/wer-wir-sind/datenschutzerklaerung/	200
579	Ve Global UK Limited	https://www.optomaton.com/privacy.html	error
580	Goldbach Group AG	https://goldbach.com/ch/de/datenschutz	200
581	Mobilewalla, Inc.	https://www.mobilewalla.com/business-services-privacy-policy	200
584	Dynamic 1001 GmbH	https://dynamic-tracking.com/Datenschutz.aspx	200
587	Localsensor B.V.	https://www.localsensor.com/privacy.html	200
590	Sourcepoint Technologies, Inc. (non-CMP)	https://www.sourcepoint.com/privacy-policy	200
591	Consumable, Inc.	https://consumable.com/privacy-policy.html	200
593	Programatica de publicidad S.L.	https://datmean.com/politica-privacidad/	200
596	InsurAds Technologies SA.	https://www.insurads.com/privacy.html	200
597	Better Banners A/S	https://betterbanners.com/en/privacy	200
598	audio content &amp; control GmbH	https://www.audio-cc.com/audiocc_privacy_policy.pdf	200
599	Maximus Live LLC	https://maximusx.com/privacy-policy/	200
601	WebAds B.V	https://privacy.webads.eu/	200
602	Online Solution	https://adsafety.net/privacy.html	200
606	Impactify	https://impactify.io/privacy-policy/	200
607	ucfunnel Co., Ltd.	https://www.ucfunnel.com/privacy-policy	200
609	Predicio	https://www.predic.io/privacy	error
610	Azerion Holding B.V.	https://azerion.com/business/privacy.html	404
612	Adnami Aps	https://www.adnami.io/privacy-policy-services	200
613	Adserve.zone / Artworx AS	https://adserve.zone/adserveprivacypolicy.html	200
614	Market Resource Partners LLC	https://www.mrpfd.com/privacy-policy/	200
615	Adsolutions BV	https://www.adsolutions.com/privacy-policy/	200
617	Onfocus (Adagio)	https://adagio.io/privacy	200
618	BEINTOO SPA	https://www.beintoo.com/privacy-cookie-policy/	200
620	Blue	https://www.getblue.io/privacy/	200
621	Seznam.cz, a.s.	https://www.seznam.cz/ochranaudaju	200
624	Norstat AS	https://www.norstatpanel.com/en/data-protection	403
625	BILENDI SA	https://www.maximiles.com/privacy-policy	200
626	Hivestack Inc.	https://hivestack.com/privacy-policy	200
628	: Tappx	https://www.tappx.com/en/privacy-policy/	200
630	Contact Impact GmbH	https://contactimpact.de/privacy	200
631	Relay42 Netherlands B.V.	https://relay42.com/privacy	200
